transaction_id,channel,product_id,customer_id,transaction_date,quantity,price,total_sales
503,Mobile,20,46,2023-11-17,1,12.0,12.0
504,Mobile,11,9,2023-07-15,5,353.72,1768.6000000000001
505,Retail,14,36,2023-05-26,5,487.56,2437.8
506,Online,10,13,2023-03-07,4,243.13,972.52
507,Mobile,16,45,2023-05-24,3,57.8,173.39999999999998
508,Online,3,22,2023-03-02,5,495.18,2475.9
509,Mobile,14,45,2023-05-03,4,250.38,1001.52
510,Retail,7,2,2023-02-06,5,402.63,2013.15
511,Online,3,26,2023-07-04,3,418.71,1256.1299999999999
512,Mobile,2,32,2023-10-31,2,475.46,950.92
513,Mobile,1,15,2023-07-19,2,278.67,557.34
514,Online,17,46,2023-12-25,3,249.34,748.02
515,Mobile,5,47,2023-09-05,5,209.68,1048.4
516,Mobile,10,6,2023-07-06,3,205.72,617.16
517,Retail,14,43,2023-07-02,3,303.33,909.99
518,Online,3,3,2023-09-05,3,47.11,141.32999999999998
519,Online,3,47,2023-08-04,2,406.22,812.44
520,Retail,16,29,2023-07-13,1,416.59,416.59
521,Online,17,44,2023-03-22,5,260.35,1301.75
522,Online,12,49,2023-12-18,5,249.99,1249.95
523,Online,6,33,2023-08-05,5,409.23,2046.15
524,Retail,11,2,2023-10-13,2,11.21,22.42
525,Online,16,7,2023-01-03,5,446.71,2233.5499999999997
526,Retail,9,36,2023-07-12,3,293.37,880.11
527,Online,3,1,2023-05-08,2,64.83,129.66
528,Retail,1,31,2023-05-08,5,387.87,1939.35
529,Mobile,16,34,2023-06-24,4,158.59,634.36
530,Mobile,2,48,2023-12-17,3,177.52,532.5600000000001
531,Online,17,12,2023-08-29,5,72.03,360.15
532,Mobile,15,36,2023-04-01,2,138.44,276.88
533,Mobile,15,3,2023-08-02,2,103.44,206.88
534,Mobile,14,13,2023-10-07,2,382.72,765.44
535,Retail,12,46,2023-04-25,3,457.77,1373.31
536,Online,12,19,2024-01-01,2,415.83,831.66
537,Mobile,1,39,2023-06-30,2,370.1,740.2
538,Retail,2,24,2023-12-16,4,71.61,286.44
539,Retail,14,4,2023-10-24,5,284.99,1424.95
540,Retail,16,23,2023-05-19,3,188.79,566.37
541,Mobile,1,49,2023-01-28,4,256.88,1027.52
542,Online,11,49,2023-04-24,3,11.69,35.07
543,Mobile,19,33,2023-02-11,3,156.0,468.0
544,Retail,18,49,2023-10-22,4,119.92,479.68
545,Online,10,3,2023-02-27,2,257.13,514.26
546,Mobile,6,45,2023-10-22,5,269.03,1345.1499999999999
547,Retail,6,25,2023-09-27,3,418.64,1255.92
548,Retail,16,11,2023-11-14,5,334.41,1672.0500000000002
549,Mobile,3,12,2023-04-03,5,184.42,922.0999999999999
550,Online,10,38,2023-12-11,4,75.78,303.12
551,Retail,19,23,2023-11-05,5,199.38,996.9
552,Online,20,46,2023-06-02,1,219.18,219.18
553,Online,5,20,2023-06-08,1,300.45,300.45
554,Online,17,36,2023-09-25,2,70.68,141.36
555,Retail,5,3,2023-12-11,5,114.45,572.25
556,Mobile,9,6,2023-08-25,5,200.29,1001.4499999999999
557,Online,18,28,2023-09-12,5,294.95,1474.75
558,Online,18,49,2023-08-26,3,315.1,945.3000000000001
559,Online,13,33,2023-08-12,3,247.14,741.42
560,Retail,6,35,2023-04-16,2,41.3,82.6
561,Retail,7,27,2023-03-31,3,410.9,1232.6999999999998
562,Retail,4,38,2023-07-10,5,223.8,1119.0
563,Online,12,12,2023-08-09,5,281.46,1407.3
564,Mobile,7,21,2023-04-07,1,321.44,321.44
565,Mobile,5,38,2023-05-14,5,433.26,2166.3
566,Retail,8,8,2023-01-13,4,338.22,1352.88
567,Retail,10,16,2023-07-04,5,162.16,810.8
568,Mobile,11,8,2023-08-04,4,494.35,1977.4
569,Mobile,3,22,2023-06-19,3,462.75,1388.25
570,Online,20,25,2023-07-12,3,422.42,1267.26
571,Retail,16,22,2023-09-13,5,57.0,285.0
572,Retail,9,21,2023-04-15,4,417.27,1669.08
573,Mobile,8,19,2023-11-22,5,340.77,1703.85
574,Online,18,3,2023-03-05,4,169.81,679.24
575,Mobile,6,32,2023-10-20,5,373.77,1868.85
576,Mobile,14,17,2023-06-27,2,141.41,282.82
577,Mobile,14,10,2023-06-20,1,339.39,339.39
578,Online,19,13,2023-01-25,2,422.89,845.78
579,Retail,3,19,2023-09-01,2,178.97,357.94
580,Online,1,29,2023-01-26,4,351.49,1405.96
581,Retail,13,1,2023-03-18,4,133.84,535.36
582,Mobile,7,11,2023-08-21,4,71.77,287.08
583,Mobile,19,24,2023-03-31,3,214.23,642.6899999999999
584,Mobile,20,15,2023-06-09,5,282.69,1413.45
585,Mobile,19,12,2023-08-07,4,23.7,94.8
586,Retail,7,48,2023-05-15,5,27.86,139.3
587,Online,2,44,2023-09-27,1,107.17,107.17
588,Retail,11,3,2023-06-01,4,241.35,965.4
589,Mobile,7,48,2023-08-03,5,406.05,2030.25
590,Online,8,47,2023-10-27,2,78.04,156.08
591,Retail,7,5,2023-11-25,5,18.89,94.45
592,Retail,5,44,2023-08-08,1,119.69,119.69
593,Online,12,4,2023-08-28,5,311.81,1559.05
594,Retail,20,33,2023-01-06,3,461.77,1385.31
595,Retail,15,50,2023-05-15,5,58.57,292.85
596,Mobile,10,20,2023-11-07,5,309.83,1549.1499999999999
597,Online,8,41,2023-06-18,1,370.15,370.15
598,Online,8,40,2023-08-12,3,140.14,420.41999999999996
599,Online,11,33,2023-09-17,1,412.02,412.02
600,Mobile,11,4,2023-06-26,4,490.43,1961.72
601,Retail,15,7,2023-03-01,2,141.13,282.26
602,Mobile,10,18,2023-06-13,1,218.24,218.24
603,Mobile,1,24,2023-05-22,3,275.71,827.1299999999999
604,Mobile,16,7,2023-09-22,3,248.47,745.41
605,Online,18,23,2023-07-13,3,31.67,95.01
606,Online,11,48,2023-10-10,5,425.18,2125.9
607,Retail,20,43,2023-11-07,2,24.37,48.74
608,Online,1,50,2023-05-30,5,124.3,621.5
609,Online,16,10,2023-06-30,5,450.82,2254.1
610,Retail,19,46,2023-07-09,4,422.38,1689.52
611,Online,5,38,2023-11-19,4,258.18,1032.72
612,Mobile,19,46,2023-10-13,4,189.95,759.8
613,Retail,1,47,2023-12-18,4,483.4,1933.6
614,Mobile,16,37,2023-09-26,1,363.38,363.38
615,Online,3,46,2023-07-22,4,329.09,1316.36
616,Retail,10,18,2023-03-23,1,227.46,227.46
617,Mobile,9,20,2023-04-29,5,265.12,1325.6
618,Mobile,14,2,2023-08-15,2,71.24,142.48
619,Retail,18,42,2023-05-19,1,55.27,55.27
620,Mobile,7,40,2023-04-16,5,58.78,293.9
621,Retail,19,44,2023-04-05,3,114.68,344.04
622,Online,6,49,2023-02-17,1,442.19,442.19
623,Mobile,11,18,2023-02-17,5,167.49,837.45
624,Online,9,3,2023-03-27,5,318.2,1591.0
625,Online,9,45,2023-10-29,1,358.92,358.92
626,Retail,18,43,2023-10-26,3,309.24,927.72
627,Online,19,42,2023-12-27,4,343.3,1373.2
628,Retail,18,38,2023-01-28,3,142.03,426.09000000000003
629,Retail,2,36,2023-11-24,4,457.09,1828.36
630,Retail,5,9,2023-05-29,3,17.88,53.64
631,Mobile,4,50,2023-09-07,4,80.49,321.96
632,Retail,10,36,2023-11-16,2,207.46,414.92
633,Mobile,1,16,2023-06-04,3,84.52,253.56
634,Online,9,49,2023-07-15,4,451.09,1804.36
635,Retail,10,24,2023-02-03,4,285.29,1141.16
636,Retail,13,45,2023-03-04,2,300.08,600.16
637,Retail,16,27,2023-06-10,4,18.86,75.44
638,Online,8,43,2023-06-16,3,91.28,273.84000000000003
639,Mobile,4,3,2023-10-15,1,101.26,101.26
640,Online,10,33,2023-12-20,4,490.99,1963.96
641,Retail,7,43,2023-01-21,3,310.5,931.5
642,Mobile,14,48,2023-01-04,2,109.43,218.86
643,Mobile,7,38,2023-08-15,5,287.21,1436.05
644,Retail,20,48,2023-01-12,4,95.47,381.88
645,Mobile,17,26,2023-05-07,4,210.06,840.24
646,Online,6,35,2023-07-28,4,355.34,1421.36
647,Online,16,42,2023-02-23,2,242.97,485.94
648,Retail,20,2,2023-05-02,5,402.34,2011.6999999999998
649,Retail,6,45,2023-04-17,4,477.47,1909.88
650,Online,19,22,2023-11-01,3,487.2,1461.6
651,Online,2,23,2023-02-23,4,474.9,1899.6
652,Online,13,17,2023-03-04,4,222.36,889.44
653,Online,5,25,2023-08-12,3,69.78,209.34
654,Retail,2,36,2023-05-09,3,466.67,1400.01
655,Mobile,8,31,2023-06-22,3,78.18,234.54000000000002
656,Retail,9,44,2023-05-27,3,156.07,468.21
657,Online,3,27,2023-01-23,1,345.21,345.21
658,Retail,3,26,2023-11-17,3,289.47,868.4100000000001
659,Online,18,36,2023-12-09,1,484.49,484.49
660,Mobile,6,49,2023-01-20,1,279.45,279.45
661,Retail,17,12,2023-11-10,1,40.56,40.56
662,Mobile,15,21,2023-03-13,5,396.99,1984.95
663,Online,13,17,2023-01-09,5,302.47,1512.3500000000001
664,Online,11,5,2023-04-13,4,232.6,930.4
665,Online,1,37,2023-04-06,1,64.49,64.49
666,Online,15,6,2023-06-25,5,89.02,445.09999999999997
667,Retail,11,34,2023-10-05,2,377.2,754.4
668,Retail,8,30,2023-06-15,1,110.68,110.68
669,Online,16,6,2023-10-08,1,433.74,433.74
670,Online,14,31,2023-12-06,2,475.39,950.78
671,Mobile,4,34,2023-11-17,2,92.03,184.06
672,Retail,10,9,2023-10-16,1,120.15,120.15
673,Mobile,19,19,2023-06-10,5,407.39,2036.9499999999998
674,Online,14,16,2023-12-02,5,245.18,1225.9
675,Retail,16,49,2023-12-05,2,96.85,193.7
676,Mobile,7,47,2023-02-03,5,352.25,1761.25
677,Online,19,15,2023-08-22,4,148.57,594.28
678,Online,7,50,2023-03-03,1,435.49,435.49
679,Mobile,3,18,2023-08-30,1,355.58,355.58
680,Online,12,11,2023-08-03,2,119.55,239.1
681,Retail,6,25,2023-04-04,4,82.97,331.88
682,Mobile,7,30,2023-06-19,4,77.9,311.6
683,Mobile,13,8,2023-04-23,4,165.09,660.36
684,Retail,10,23,2023-08-19,2,79.88,159.76
685,Retail,4,27,2023-02-06,2,472.49,944.98
686,Retail,1,2,2023-10-17,5,163.31,816.55
687,Mobile,13,5,2023-12-30,1,187.28,187.28
688,Retail,4,8,2023-06-08,5,444.99,2224.95
689,Online,10,22,2023-10-05,3,357.15,1071.4499999999998
690,Online,12,14,2023-01-17,3,259.15,777.4499999999999
691,Mobile,18,13,2024-01-01,2,165.25,330.5
692,Mobile,13,10,2023-12-11,4,236.87,947.48
693,Mobile,1,30,2023-05-23,2,351.19,702.38
694,Retail,4,30,2023-06-04,5,238.01,1190.05
695,Online,11,13,2023-11-17,1,431.86,431.86
696,Mobile,5,12,2023-11-15,3,357.17,1071.51
697,Mobile,11,49,2023-03-28,3,269.93,809.79
698,Retail,19,32,2023-07-24,4,84.84,339.36
699,Online,15,44,2023-04-27,2,154.45,308.9
700,Retail,16,21,2023-03-17,2,496.05,992.1
701,Retail,10,28,2023-08-22,2,34.43,68.86
702,Online,8,20,2023-07-31,5,404.77,2023.85
703,Mobile,2,24,2023-02-10,2,33.9,67.8
704,Online,2,10,2023-03-19,3,137.5,412.5
705,Online,4,17,2023-04-22,4,30.34,121.36
706,Retail,15,26,2023-11-27,4,345.1,1380.4
707,Mobile,8,4,2023-01-26,2,385.87,771.74
708,Mobile,15,17,2023-09-01,5,270.83,1354.1499999999999
709,Mobile,4,20,2023-11-05,4,41.85,167.4
710,Online,14,48,2023-07-30,1,376.85,376.85
711,Online,1,12,2023-05-03,5,266.5,1332.5
712,Online,18,22,2023-10-21,3,98.72,296.15999999999997
713,Online,6,21,2023-09-29,1,375.34,375.34
714,Retail,3,30,2023-10-29,4,41.29,165.16
715,Mobile,1,37,2023-11-25,4,340.56,1362.24
716,Retail,12,20,2023-12-06,4,396.39,1585.56
717,Retail,4,39,2023-11-05,3,66.05,198.14999999999998
718,Retail,11,29,2023-09-02,3,462.1,1386.3000000000002
719,Retail,13,40,2023-09-06,4,171.27,685.08
720,Mobile,11,7,2023-03-30,1,26.64,26.64
721,Retail,9,8,2023-07-26,5,400.7,2003.5
722,Mobile,1,25,2023-05-17,4,98.93,395.72
723,Mobile,16,8,2023-01-14,4,188.69,754.76
724,Online,17,28,2023-08-13,3,449.0,1347.0
725,Mobile,7,20,2023-07-21,4,32.99,131.96
726,Online,17,3,2023-10-06,3,458.37,1375.1100000000001
727,Retail,20,10,2023-07-03,2,295.96,591.92
728,Retail,6,46,2023-01-12,3,458.75,1376.25
729,Online,20,2,2023-08-22,5,484.59,2422.95
730,Online,20,48,2023-09-24,5,395.3,1976.5
731,Retail,4,46,2023-04-25,5,222.95,1114.75
732,Online,5,14,2023-09-22,3,258.92,776.76
733,Online,8,48,2023-08-28,3,141.05,423.15000000000003
734,Online,3,14,2023-04-20,1,346.52,346.52
735,Retail,10,8,2023-11-10,2,375.72,751.44
736,Mobile,9,50,2023-06-01,5,397.09,1985.4499999999998
737,Mobile,15,7,2023-07-03,3,199.81,599.4300000000001
738,Retail,19,19,2023-04-25,4,386.04,1544.16
739,Mobile,15,28,2023-09-02,2,406.49,812.98
740,Retail,2,36,2023-08-23,1,66.24,66.24
741,Online,5,10,2023-04-21,5,499.57,2497.85
742,Online,14,15,2023-08-21,2,498.34,996.68
743,Online,2,29,2023-03-15,5,364.58,1822.8999999999999
744,Mobile,18,37,2023-01-15,4,474.44,1897.76
745,Mobile,3,47,2023-05-04,5,370.95,1854.75
746,Mobile,15,45,2023-09-18,5,415.26,2076.3
747,Online,18,31,2023-06-05,3,235.82,707.46
748,Online,1,39,2023-02-16,4,58.64,234.56
749,Mobile,4,19,2023-01-06,4,292.35,1169.4
750,Retail,5,20,2023-03-30,2,152.01,304.02
751,Retail,15,16,2023-10-27,3,420.27,1260.81
752,Online,7,18,2023-02-21,5,414.98,2074.9
753,Online,8,21,2023-01-28,5,229.42,1147.1
754,Online,2,15,2023-10-10,5,446.82,2234.1
755,Retail,6,33,2023-06-04,5,234.52,1172.6000000000001
756,Online,1,22,2023-11-11,5,84.22,421.1
757,Mobile,5,36,2023-03-26,1,480.83,480.83
758,Online,11,48,2023-11-08,2,134.65,269.3
759,Mobile,19,45,2023-01-06,4,470.73,1882.92
760,Online,17,46,2023-06-06,2,425.16,850.32
761,Retail,8,16,2023-04-22,1,196.55,196.55
762,Online,13,42,2023-09-11,3,234.83,704.49
763,Retail,3,13,2023-07-12,5,222.26,1111.3
764,Mobile,1,22,2023-11-15,1,255.94,255.94
765,Retail,5,49,2023-11-20,2,147.42,294.84
766,Retail,11,33,2023-07-15,2,266.18,532.36
767,Online,7,32,2023-10-28,2,430.82,861.64
768,Mobile,7,38,2023-01-20,5,103.59,517.95
769,Mobile,20,47,2023-12-07,2,69.81,139.62
770,Retail,10,22,2023-02-04,1,49.4,49.4
771,Online,19,7,2023-09-15,1,173.69,173.69
772,Mobile,16,35,2023-01-04,4,391.74,1566.96
773,Online,4,31,2023-12-14,4,280.73,1122.92
774,Retail,16,19,2023-07-22,4,96.46,385.84
775,Retail,9,32,2023-05-23,2,275.19,550.38
776,Mobile,18,18,2023-11-20,2,188.1,376.2
777,Mobile,14,15,2023-05-09,5,88.12,440.6
778,Retail,20,40,2023-07-09,2,290.16,580.32
779,Retail,16,12,2023-11-27,4,131.68,526.72
780,Retail,20,2,2023-01-17,4,170.92,683.68
781,Mobile,4,3,2023-02-20,1,156.75,156.75
782,Mobile,14,48,2023-05-19,1,301.61,301.61
783,Online,10,50,2023-05-29,1,362.41,362.41
784,Mobile,9,8,2023-01-18,5,119.86,599.3
785,Retail,4,28,2023-10-28,2,74.44,148.88
786,Mobile,6,38,2023-09-16,3,23.89,71.67
787,Mobile,6,28,2023-01-07,3,92.95,278.85
788,Online,2,12,2023-04-10,4,392.48,1569.92
789,Mobile,15,5,2023-08-15,5,226.44,1132.2
790,Retail,5,19,2023-11-23,3,231.97,695.91
791,Online,18,41,2023-11-16,5,167.83,839.1500000000001
792,Mobile,12,26,2023-03-07,4,189.43,757.72
793,Retail,1,13,2023-02-18,2,428.38,856.76
794,Mobile,13,48,2023-08-20,1,283.67,283.67
795,Mobile,19,10,2023-10-22,1,280.13,280.13
796,Online,1,18,2023-08-12,5,131.54,657.6999999999999
797,Retail,6,50,2023-11-18,4,173.55,694.2
798,Online,1,24,2023-05-07,2,362.14,724.28
799,Online,16,10,2023-08-10,4,278.79,1115.16
800,Mobile,8,7,2023-10-15,4,188.12,752.48
801,Online,10,21,2023-08-09,1,176.21,176.21
802,Retail,11,5,2023-07-04,1,360.35,360.35
803,Mobile,4,23,2023-02-08,2,428.32,856.64
804,Mobile,13,19,2023-05-16,4,150.49,601.96
805,Mobile,10,29,2023-09-09,3,407.73,1223.19
806,Online,12,20,2023-07-04,5,107.9,539.5
807,Mobile,17,39,2023-02-08,2,115.23,230.46
808,Online,19,37,2023-03-23,5,395.81,1979.05
809,Mobile,15,34,2023-06-14,4,75.3,301.2
810,Online,6,13,2023-10-11,3,190.26,570.78
811,Online,14,29,2023-06-23,3,397.85,1193.5500000000002
812,Mobile,11,25,2023-04-07,5,426.27,2131.35
813,Online,9,50,2023-05-28,5,148.9,744.5
814,Online,8,25,2023-07-29,1,253.77,253.77
815,Retail,6,39,2023-12-06,2,234.2,468.4
816,Retail,13,11,2023-03-28,2,253.2,506.4
817,Mobile,19,19,2023-06-05,4,143.62,574.48
818,Mobile,20,50,2023-12-11,2,59.2,118.4
819,Retail,11,50,2023-09-07,3,400.78,1202.34
820,Online,3,9,2023-12-08,2,479.29,958.58
821,Online,4,48,2023-08-13,2,375.65,751.3
822,Online,3,8,2023-09-25,4,77.79,311.16
823,Retail,11,35,2023-04-21,5,292.83,1464.1499999999999
824,Mobile,9,28,2023-04-01,3,378.61,1135.83
825,Mobile,6,2,2023-03-13,4,53.17,212.68
826,Online,16,42,2023-12-01,1,46.67,46.67
827,Mobile,6,49,2023-09-01,1,459.61,459.61
828,Retail,17,24,2023-03-17,4,297.53,1190.12
829,Mobile,19,20,2023-11-06,4,402.79,1611.16
830,Mobile,2,28,2023-11-14,2,133.12,266.24
831,Retail,20,23,2023-08-21,4,26.84,107.36
832,Mobile,6,25,2023-08-27,2,83.98,167.96
833,Online,11,2,2023-11-19,3,496.44,1489.32
834,Online,12,6,2023-02-04,5,465.81,2329.05
835,Online,19,2,2023-10-26,5,139.18,695.9000000000001
836,Online,18,38,2023-11-13,4,266.14,1064.56
837,Online,14,22,2023-11-03,3,341.99,1025.97
838,Online,17,1,2023-01-01,3,274.49,823.47
839,Retail,4,39,2023-11-19,1,433.94,433.94
840,Online,20,45,2023-09-24,5,136.97,684.85
841,Online,6,49,2023-03-20,1,442.0,442.0
842,Retail,20,39,2023-11-20,1,16.62,16.62
843,Online,5,46,2023-01-01,4,431.98,1727.92
844,Retail,14,33,2023-09-24,4,142.91,571.64
845,Retail,1,31,2023-02-17,1,128.96,128.96
846,Online,3,15,2023-07-28,5,229.33,1146.65
847,Retail,19,29,2023-11-22,2,84.9,169.8
848,Online,12,36,2023-12-11,2,232.51,465.02
849,Retail,10,24,2023-12-07,5,166.21,831.0500000000001
850,Retail,2,34,2023-10-08,2,38.58,77.16
851,Mobile,5,8,2023-03-21,5,154.06,770.3
852,Mobile,8,40,2023-04-18,1,234.36,234.36
853,Retail,19,42,2023-11-14,2,459.35,918.7
854,Retail,9,48,2023-12-15,3,413.13,1239.3899999999999
855,Online,19,35,2023-03-14,3,379.2,1137.6
856,Mobile,7,37,2023-11-14,1,111.22,111.22
857,Retail,7,33,2023-07-14,1,498.11,498.11
858,Mobile,9,43,2023-08-21,1,261.55,261.55
859,Retail,16,8,2023-03-11,2,54.26,108.52
860,Retail,12,41,2023-03-16,5,235.71,1178.55
861,Retail,1,48,2023-03-26,3,219.72,659.16
862,Mobile,4,17,2023-01-16,1,410.76,410.76
863,Online,9,11,2023-07-01,4,472.72,1890.88
864,Online,3,20,2023-07-18,5,147.3,736.5
865,Online,14,27,2023-06-04,3,117.89,353.67
866,Mobile,13,5,2023-11-25,4,138.66,554.64
867,Mobile,3,34,2023-03-29,5,344.82,1724.1
868,Retail,7,29,2023-05-20,1,295.14,295.14
869,Online,20,18,2023-04-25,3,342.38,1027.1399999999999
870,Online,20,42,2023-03-31,2,217.58,435.16
871,Mobile,8,26,2023-09-27,1,61.17,61.17
872,Mobile,4,19,2023-06-28,1,469.84,469.84
873,Retail,12,43,2023-06-05,2,289.36,578.72
874,Online,14,38,2023-10-08,3,23.38,70.14
875,Retail,2,14,2023-11-07,2,333.76,667.52
876,Retail,1,14,2023-02-08,2,126.15,252.3
877,Retail,19,22,2023-08-10,4,111.16,444.64
878,Online,7,17,2023-04-12,2,405.22,810.44
879,Mobile,20,37,2023-02-20,1,16.5,16.5
880,Mobile,5,5,2023-12-02,3,151.48,454.43999999999994
881,Retail,9,49,2023-01-30,1,71.57,71.57
882,Mobile,9,26,2023-01-12,2,335.38,670.76
883,Retail,18,47,2023-10-30,3,413.38,1240.1399999999999
884,Retail,20,28,2023-01-30,2,107.04,214.08
885,Retail,13,11,2023-10-02,1,459.67,459.67
886,Retail,5,50,2023-05-10,2,164.49,328.98
887,Retail,6,42,2023-09-18,2,315.6,631.2
888,Mobile,14,3,2023-03-24,4,121.11,484.44
889,Mobile,12,36,2023-05-03,4,296.19,1184.76
890,Retail,13,46,2023-09-13,2,437.71,875.42
891,Online,1,25,2023-09-17,3,211.13,633.39
892,Online,17,37,2023-07-28,4,406.56,1626.24
893,Mobile,7,17,2023-11-13,1,129.3,129.3
894,Mobile,12,15,2023-07-06,4,445.09,1780.36
895,Retail,12,13,2023-08-16,4,217.82,871.28
896,Online,5,47,2023-01-04,5,307.36,1536.8000000000002
897,Retail,19,36,2023-11-17,4,123.76,495.04
898,Online,2,47,2023-02-26,5,299.14,1495.6999999999998
899,Mobile,6,36,2023-12-27,5,68.01,340.05
900,Online,12,48,2023-11-18,4,63.49,253.96
901,Mobile,16,38,2023-11-04,4,116.4,465.6
902,Online,1,32,2023-04-18,1,239.93,239.93
903,Retail,18,17,2023-03-22,4,168.39,673.56
904,Online,20,30,2023-03-10,2,179.95,359.9
905,Retail,1,4,2023-03-01,5,377.72,1888.6000000000001
906,Online,8,13,2023-11-10,1,23.46,23.46
907,Online,9,42,2023-02-20,4,157.85,631.4
908,Online,17,25,2023-01-19,5,115.19,575.95
909,Retail,2,23,2023-09-08,3,220.91,662.73
910,Mobile,13,40,2023-02-21,1,284.16,284.16
911,Online,18,26,2023-07-03,2,49.89,99.78
912,Online,19,8,2023-05-16,3,290.7,872.0999999999999
913,Mobile,11,33,2023-01-24,4,20.9,83.6
914,Mobile,20,3,2023-03-30,5,188.97,944.85
915,Online,4,27,2023-01-07,3,413.05,1239.15
916,Online,2,19,2023-12-28,4,443.74,1774.96
917,Mobile,14,14,2023-06-18,1,177.36,177.36
918,Retail,7,12,2023-11-15,1,189.3,189.3
919,Online,18,22,2023-08-13,4,190.78,763.12
920,Retail,15,14,2023-01-12,5,464.75,2323.75
921,Mobile,11,31,2023-12-18,4,456.49,1825.96
922,Online,4,17,2023-04-13,5,445.03,2225.1499999999996
923,Retail,19,30,2023-05-05,3,439.94,1319.82
924,Online,13,14,2023-11-09,3,191.75,575.25
925,Mobile,20,20,2023-05-07,3,363.46,1090.3799999999999
926,Mobile,10,44,2023-09-29,2,115.0,230.0
927,Mobile,2,3,2023-09-15,1,269.2,269.2
928,Online,8,2,2023-06-03,4,64.07,256.28
929,Mobile,8,23,2023-06-11,2,374.62,749.24
930,Online,12,49,2023-10-15,3,310.48,931.44
931,Retail,3,22,2023-05-16,1,247.96,247.96
932,Retail,12,24,2023-03-02,2,17.33,34.66
933,Retail,10,36,2023-12-05,5,473.85,2369.25
934,Retail,17,48,2023-10-17,2,249.21,498.42
935,Mobile,5,27,2023-06-17,1,336.15,336.15
936,Online,8,22,2023-01-09,4,146.44,585.76
937,Online,3,20,2023-10-14,2,435.33,870.66
938,Online,18,3,2023-05-04,2,450.46,900.92
939,Mobile,1,47,2023-03-14,5,200.81,1004.05
940,Mobile,9,16,2023-05-27,3,201.73,605.1899999999999
941,Mobile,7,6,2023-05-29,1,83.29,83.29
942,Mobile,2,23,2023-01-04,4,184.62,738.48
943,Retail,3,47,2023-05-06,1,148.96,148.96
944,Online,13,35,2023-11-13,2,227.35,454.7
945,Retail,5,5,2023-09-05,5,398.91,1994.5500000000002
946,Mobile,12,41,2023-02-03,4,310.57,1242.28
947,Retail,5,1,2023-11-23,4,174.06,696.24
948,Online,3,27,2023-06-05,3,452.14,1356.42
949,Online,18,49,2023-04-29,1,112.58,112.58
950,Mobile,16,24,2023-12-12,5,455.89,2279.45
951,Retail,8,39,2023-02-26,5,251.46,1257.3
952,Mobile,5,12,2023-10-02,2,79.16,158.32
953,Retail,13,46,2023-02-26,1,262.3,262.3
954,Retail,14,19,2023-07-18,2,370.33,740.66
955,Mobile,15,44,2023-03-26,3,458.08,1374.24
956,Retail,4,50,2023-06-24,5,392.37,1961.85
957,Retail,11,33,2023-10-15,1,424.04,424.04
958,Retail,15,7,2023-03-22,5,484.02,2420.1
959,Mobile,17,33,2023-04-12,1,84.2,84.2
960,Retail,3,6,2023-05-22,4,79.01,316.04
961,Mobile,20,45,2023-07-08,1,482.02,482.02
962,Mobile,12,19,2023-11-15,4,77.82,311.28
963,Retail,12,42,2023-02-23,5,386.24,1931.2
964,Mobile,14,20,2023-01-06,4,170.29,681.16
965,Retail,14,37,2023-07-22,2,426.04,852.08
966,Retail,11,45,2023-07-30,5,53.52,267.6
967,Retail,3,21,2023-10-21,5,448.83,2244.15
968,Retail,19,37,2023-12-24,3,446.99,1340.97
969,Retail,3,19,2023-04-26,3,16.94,50.82000000000001
970,Online,1,38,2023-08-27,4,209.19,836.76
971,Retail,1,40,2023-02-09,1,265.57,265.57
972,Online,15,19,2023-10-06,2,48.42,96.84
973,Online,3,1,2023-07-31,1,63.82,63.82
974,Mobile,5,23,2023-07-24,3,336.16,1008.48
975,Online,3,34,2023-01-16,2,419.96,839.92
976,Retail,15,49,2023-11-08,2,134.65,269.3
977,Online,16,47,2023-01-10,5,312.16,1560.8000000000002
978,Online,1,42,2023-08-28,1,339.67,339.67
979,Retail,18,42,2023-06-13,5,241.65,1208.25
980,Mobile,10,44,2023-07-26,3,75.06,225.18
981,Retail,15,31,2023-06-13,5,479.9,2399.5
982,Mobile,9,39,2023-07-25,3,291.51,874.53
983,Online,12,30,2023-02-15,1,181.3,181.3
984,Retail,11,23,2023-02-24,4,30.33,121.32
985,Online,7,15,2023-07-07,1,32.13,32.13
986,Retail,16,47,2023-02-14,4,403.69,1614.76
987,Retail,6,6,2023-07-11,1,308.02,308.02
988,Retail,16,29,2023-03-24,5,163.16,815.8
989,Online,18,10,2023-07-28,2,350.48,700.96
990,Online,6,35,2023-05-28,2,10.55,21.1
991,Retail,10,5,2023-08-17,2,189.99,379.98
992,Online,11,15,2023-09-05,2,174.27,348.54
993,Retail,15,33,2023-03-16,3,349.85,1049.5500000000002
994,Mobile,16,15,2023-10-14,4,10.64,42.56
995,Mobile,20,44,2023-01-01,3,75.49,226.46999999999997
996,Mobile,4,7,2023-02-12,2,250.38,500.76
997,Mobile,18,25,2023-10-07,5,225.55,1127.75
998,Online,8,19,2023-08-06,5,209.16,1045.8
999,Mobile,5,11,2023-01-09,3,461.19,1383.57
1000,Mobile,1,12,2023-07-05,1,83.6,83.6
